ID,componentindex,CF_kingdom,CF_MFramework,CF_superclass,CF_class,CF_subclass,CF_Dparent,Compound_Name,feature
120156,279,Organic compounds,Aromatic heteropolycyclic compounds,Organoheterocyclic compounds,Carboxylic acids and derivatives,,Oligopeptides,,120156
120157,761,Organic compounds,Aromatic heteropolycyclic compounds,Lipids and lipid-like molecules,Prenol lipids,,Phenylazetidines,,120157
120158,-1,no matches,no matches,no matches,no matches,no matches,no matches,,120158
120159,-1,no matches,no matches,no matches,no matches,no matches,no matches,,120159
120161,-1,no matches,no matches,no matches,no matches,no matches,no matches,,120161
120162,2201,Organic compounds,Aliphatic heteropolycyclic compounds,Lipids and lipid-like molecules,Prenol lipids,"Amino acids, peptides, and analogues",Diterpenoids,,120162
120163,-1,no matches,no matches,no matches,no matches,no matches,no matches,,120163
120164,-1,no matches,no matches,no matches,no matches,no matches,no matches,,120164
120165,79,Organic compounds,Aliphatic acyclic compounds,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,Aconitane-type diterpenoid alkaloids,,120165
120167,-1,no matches,no matches,no matches,no matches,no matches,no matches,,120167
120168,1564,Organic compounds,Aromatic heteropolycyclic compounds,Lipids and lipid-like molecules,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Alpha amino acid amides,,120168
120169,3122,Organic compounds,Aliphatic heteropolycyclic compounds,Lipids and lipid-like molecules,Prenol lipids,"Amino acids, peptides, and analogues",Diterpenoids,,120169
120170,-1,no matches,no matches,no matches,no matches,no matches,no matches,,120170
120171,-1,no matches,no matches,no matches,no matches,no matches,no matches,,120171
120172,1863,Organic compounds,Aromatic heteropolycyclic compounds,Lipids and lipid-like molecules,Prenol lipids,"Amino acids, peptides, and analogues",Alpha amino acid amides,,120172
120173,-1,no matches,no matches,no matches,no matches,no matches,no matches,,120173
120175,-1,no matches,no matches,no matches,no matches,no matches,no matches,,120175
120176,-1,no matches,no matches,no matches,no matches,no matches,no matches,,120176
120190,-1,no matches,no matches,no matches,no matches,no matches,no matches,,120190
120197,-1,no matches,no matches,no matches,no matches,no matches,no matches,,120197
120198,-1,no matches,no matches,no matches,no matches,no matches,no matches,,120198
120228,-1,no matches,no matches,no matches,no matches,no matches,no matches,,120228
120229,-1,no matches,no matches,no matches,no matches,no matches,no matches,,120229
120232,-1,no matches,no matches,no matches,no matches,no matches,no matches,,120232
120237,1820,Organic compounds,Aromatic heteropolycyclic compounds,Organoheterocyclic compounds,Thioethers,,Diarylthioethers,,120237
120243,369,Organic compounds,Aromatic heteropolycyclic compounds,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,Diterpenoids,,120243
120245,-1,no matches,no matches,no matches,no matches,no matches,no matches,,120245
120251,-1,no matches,no matches,no matches,no matches,no matches,no matches,,120251
120252,1564,Organic compounds,Aromatic heteropolycyclic compounds,Lipids and lipid-like molecules,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Alpha amino acid amides,,120252
120253,-1,no matches,no matches,no matches,no matches,no matches,no matches,,120253
120254,873,Organic compounds,Aliphatic heteropolycyclic compounds,Lipids and lipid-like molecules,Prenol lipids,Triterpenoids,Triterpenoids,,120254
120255,873,Organic compounds,Aliphatic heteropolycyclic compounds,Lipids and lipid-like molecules,Prenol lipids,Triterpenoids,Triterpenoids,,120255
120262,357,Organic compounds,Aliphatic homopolycyclic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,,Ergosterols and derivatives,,120262
120266,-1,no matches,no matches,no matches,no matches,no matches,no matches,,120266
120267,-1,no matches,no matches,no matches,no matches,no matches,no matches,,120267
120268,188,Organic compounds,Aliphatic homopolycyclic compounds,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,Diterpenoids,,120268
120278,137,Organic compounds,Aliphatic acyclic compounds,Lipids and lipid-like molecules,Prenol lipids,Triterpenoids,Triterpenoids,,120278
120283,1111,Organic compounds,Aliphatic homopolycyclic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,Stigmastanes and derivatives,Stigmastanes and derivatives,,120283
120284,-1,no matches,no matches,no matches,no matches,no matches,no matches,,120284
120285,2187,Organic compounds,Aliphatic heteromonocyclic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty alcohols,Annonaceous acetogenins,,120285
120288,-1,no matches,no matches,no matches,no matches,no matches,no matches,,120288
120290,-1,no matches,no matches,no matches,no matches,no matches,no matches,,120290
120291,200,Organic compounds,Aromatic heteropolycyclic compounds,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,Aconitane-type diterpenoid alkaloids,,120291
120292,200,Organic compounds,Aromatic heteropolycyclic compounds,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,Aconitane-type diterpenoid alkaloids,,120292
120293,200,Organic compounds,Aromatic heteropolycyclic compounds,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,Aconitane-type diterpenoid alkaloids,,120293
120295,-1,no matches,no matches,no matches,no matches,no matches,no matches,,120295
120296,200,Organic compounds,Aromatic heteropolycyclic compounds,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,Aconitane-type diterpenoid alkaloids,,120296
120297,200,Organic compounds,Aromatic heteropolycyclic compounds,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,Aconitane-type diterpenoid alkaloids,,120297
120298,1501,Organic compounds,Aliphatic heteropolycyclic compounds,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,Aconitane-type diterpenoid alkaloids,,120298
120299,-1,no matches,no matches,no matches,no matches,no matches,no matches,,120299
120300,376,Organic compounds,Aliphatic heteropolycyclic compounds,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,"Eudesmanolides, secoeudesmanolides, and derivatives",,120300
120301,1078,Organic compounds,Aliphatic heteropolycyclic compounds,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,Aconitane-type diterpenoid alkaloids,,120301
120303,-1,no matches,no matches,no matches,no matches,no matches,no matches,,120303
120304,-1,no matches,no matches,no matches,no matches,no matches,no matches,,120304
120306,-1,no matches,no matches,no matches,no matches,no matches,no matches,,120306
120307,376,Organic compounds,Aliphatic heteropolycyclic compounds,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,"Eudesmanolides, secoeudesmanolides, and derivatives",,120307
120309,1629,Organic compounds,Aliphatic heteropolycyclic compounds,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,Aconitane-type diterpenoid alkaloids,,120309
120310,200,Organic compounds,Aromatic heteropolycyclic compounds,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,Aconitane-type diterpenoid alkaloids,,120310
120311,1501,Organic compounds,Aliphatic heteropolycyclic compounds,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,Aconitane-type diterpenoid alkaloids,,120311
120312,1629,Organic compounds,Aliphatic heteropolycyclic compounds,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,Aconitane-type diterpenoid alkaloids,,120312
120313,-1,no matches,no matches,no matches,no matches,no matches,no matches,,120313
120316,-1,no matches,no matches,no matches,no matches,no matches,no matches,,120316
120317,200,Organic compounds,Aromatic heteropolycyclic compounds,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,Aconitane-type diterpenoid alkaloids,,120317
120318,1501,Organic compounds,Aliphatic heteropolycyclic compounds,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,Aconitane-type diterpenoid alkaloids,,120318
120322,1629,Organic compounds,Aliphatic heteropolycyclic compounds,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,Aconitane-type diterpenoid alkaloids,,120322
120328,200,Organic compounds,Aromatic heteropolycyclic compounds,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,Aconitane-type diterpenoid alkaloids,,120328
120333,1078,Organic compounds,Aliphatic heteropolycyclic compounds,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,Aconitane-type diterpenoid alkaloids,,120333
120337,1078,Organic compounds,Aliphatic heteropolycyclic compounds,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,Aconitane-type diterpenoid alkaloids,,120337
120338,200,Organic compounds,Aromatic heteropolycyclic compounds,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,Aconitane-type diterpenoid alkaloids,,120338
120340,-1,no matches,no matches,no matches,no matches,no matches,no matches,,120340
120341,200,Organic compounds,Aromatic heteropolycyclic compounds,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,Aconitane-type diterpenoid alkaloids,,120341
120343,200,Organic compounds,Aromatic heteropolycyclic compounds,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,Aconitane-type diterpenoid alkaloids,,120343
120346,200,Organic compounds,Aromatic heteropolycyclic compounds,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,Aconitane-type diterpenoid alkaloids,,120346
120347,200,Organic compounds,Aromatic heteropolycyclic compounds,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,Aconitane-type diterpenoid alkaloids,,120347
120348,200,Organic compounds,Aromatic heteropolycyclic compounds,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,Aconitane-type diterpenoid alkaloids,,120348
120352,200,Organic compounds,Aromatic heteropolycyclic compounds,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,Aconitane-type diterpenoid alkaloids,,120352
120354,200,Organic compounds,Aromatic heteropolycyclic compounds,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,Aconitane-type diterpenoid alkaloids,,120354
120355,200,Organic compounds,Aromatic heteropolycyclic compounds,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,Aconitane-type diterpenoid alkaloids,,120355
120361,-1,no matches,no matches,no matches,no matches,no matches,no matches,,120361
120363,200,Organic compounds,Aromatic heteropolycyclic compounds,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,Aconitane-type diterpenoid alkaloids,,120363
120367,1501,Organic compounds,Aliphatic heteropolycyclic compounds,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,Aconitane-type diterpenoid alkaloids,,120367
120369,200,Organic compounds,Aromatic heteropolycyclic compounds,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,Aconitane-type diterpenoid alkaloids,,120369
120376,200,Organic compounds,Aromatic heteropolycyclic compounds,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,Aconitane-type diterpenoid alkaloids,,120376
120377,200,Organic compounds,Aromatic heteropolycyclic compounds,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,Aconitane-type diterpenoid alkaloids,,120377
120381,200,Organic compounds,Aromatic heteropolycyclic compounds,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,Aconitane-type diterpenoid alkaloids,,120381
120386,200,Organic compounds,Aromatic heteropolycyclic compounds,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,Aconitane-type diterpenoid alkaloids,,120386
120404,200,Organic compounds,Aromatic heteropolycyclic compounds,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,Aconitane-type diterpenoid alkaloids,,120404
120415,200,Organic compounds,Aromatic heteropolycyclic compounds,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,Aconitane-type diterpenoid alkaloids,,120415
120426,200,Organic compounds,Aromatic heteropolycyclic compounds,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,Aconitane-type diterpenoid alkaloids,,120426
120441,200,Organic compounds,Aromatic heteropolycyclic compounds,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,Aconitane-type diterpenoid alkaloids,,120441
120442,200,Organic compounds,Aromatic heteropolycyclic compounds,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,Aconitane-type diterpenoid alkaloids,,120442
120444,200,Organic compounds,Aromatic heteropolycyclic compounds,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,Aconitane-type diterpenoid alkaloids,,120444
120448,144,Organic compounds,Aromatic heteropolycyclic compounds,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,Aconitane-type diterpenoid alkaloids,,120448
120451,200,Organic compounds,Aromatic heteropolycyclic compounds,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,Aconitane-type diterpenoid alkaloids,,120451
120459,200,Organic compounds,Aromatic heteropolycyclic compounds,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,Aconitane-type diterpenoid alkaloids,,120459
120481,200,Organic compounds,Aromatic heteropolycyclic compounds,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,Aconitane-type diterpenoid alkaloids,,120481
120489,296,Organic compounds,Aromatic heteropolycyclic compounds,Lipids and lipid-like molecules,Prenol lipids,"Amino acids, peptides, and analogues",Aconitane-type diterpenoid alkaloids,,120489
120498,-1,no matches,no matches,no matches,no matches,no matches,no matches,,120498
120499,376,Organic compounds,Aliphatic heteropolycyclic compounds,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,"Eudesmanolides, secoeudesmanolides, and derivatives",,120499
120502,-1,no matches,no matches,no matches,no matches,no matches,no matches,,120502
120512,1737,Organic compounds,Aliphatic heteropolycyclic compounds,Lipids and lipid-like molecules,Prenol lipids,Sesquiterpenoids,Sesquiterpenoids,,120512
120554,-1,no matches,no matches,no matches,no matches,no matches,no matches,,120554
120649,-1,no matches,no matches,no matches,no matches,no matches,no matches,,120649
120655,1820,Organic compounds,Aromatic heteropolycyclic compounds,Organoheterocyclic compounds,Thioethers,,Diarylthioethers,,120655
120656,-1,no matches,no matches,no matches,no matches,no matches,no matches,,120656
120657,-1,no matches,no matches,no matches,no matches,no matches,no matches,,120657
120671,-1,no matches,no matches,no matches,no matches,no matches,no matches,,120671
120672,2149,Organic compounds,Aliphatic homopolycyclic compounds,Lipids and lipid-like molecules,Prenol lipids,"Bile acids, alcohols and derivatives","Tetrahydroxy bile acids, alcohols and derivatives",,120672
120673,-1,no matches,no matches,no matches,no matches,no matches,no matches,,120673
120675,-1,no matches,no matches,no matches,no matches,no matches,no matches,,120675
120680,-1,no matches,no matches,no matches,no matches,no matches,no matches,,120680
120683,-1,no matches,no matches,no matches,no matches,no matches,no matches,,120683
120685,2149,Organic compounds,Aliphatic homopolycyclic compounds,Lipids and lipid-like molecules,Prenol lipids,"Bile acids, alcohols and derivatives","Tetrahydroxy bile acids, alcohols and derivatives",,120685
120727,1111,Organic compounds,Aliphatic homopolycyclic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,Stigmastanes and derivatives,Stigmastanes and derivatives,,120727
120731,651,Organic compounds,Aromatic heteropolycyclic compounds,Organic acids and derivatives,Prenol lipids,"Amino acids, peptides, and analogues",Aminocyclitol glycosides,,120731
120732,707,Organic compounds,Aromatic heteropolycyclic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Alpha amino acid amides,,120732
120734,1423,Organic compounds,Aromatic heteropolycyclic compounds,Organoheterocyclic compounds,Naphthothiazoles,,Naphthothiazoles,,120734
120735,-1,no matches,no matches,no matches,no matches,no matches,no matches,,120735
120736,2150,Organic compounds,Aromatic heteropolycyclic compounds,Lipids and lipid-like molecules,Prenol lipids,"Amino acids, peptides, and analogues",Aromatic monoterpenoids,,120736
120739,-1,no matches,no matches,no matches,no matches,no matches,no matches,,120739
120740,-1,no matches,no matches,no matches,no matches,no matches,no matches,,120740
120741,-1,no matches,no matches,no matches,no matches,no matches,no matches,,120741
120751,2303,Organic compounds,Aromatic heteropolycyclic compounds,Lipids and lipid-like molecules,Prenol lipids,Terpene lactones,Terpene lactones,,120751
120753,2090,Organic compounds,Aromatic heteropolycyclic compounds,Lipids and lipid-like molecules,Prenol lipids,"Amino acids, peptides, and analogues",Delta amino acids and derivatives,,120753
120754,6,Organic compounds,Aromatic heteropolycyclic compounds,Lipids and lipid-like molecules,Prenol lipids,,Triterpenoids,Spectral Match to Cholic acid from NIST14,120754
120755,-1,no matches,no matches,no matches,no matches,no matches,no matches,,120755
120756,-1,no matches,no matches,no matches,no matches,no matches,no matches,,120756
120758,-1,no matches,no matches,no matches,no matches,no matches,no matches,,120758
120760,-1,no matches,no matches,no matches,no matches,no matches,no matches,,120760
120762,312,Organic compounds,Aromatic heteropolycyclic compounds,Lipids and lipid-like molecules,Glycerophospholipids,,Sesquiterpenoids,Spectral Match to 1-Myristoyl-2-hydroxy-sn-glycero-3-phosphoethanolamine from NIST14,120762
120764,2303,Organic compounds,Aromatic heteropolycyclic compounds,Lipids and lipid-like molecules,Prenol lipids,Terpene lactones,Terpene lactones,,120764
120769,-1,no matches,no matches,no matches,no matches,no matches,no matches,,120769
120776,-1,no matches,no matches,no matches,no matches,no matches,no matches,,120776
120777,2150,Organic compounds,Aromatic heteropolycyclic compounds,Lipids and lipid-like molecules,Prenol lipids,"Amino acids, peptides, and analogues",Aromatic monoterpenoids,,120777
120778,294,Organic compounds,Aliphatic homopolycyclic compounds,Lipids and lipid-like molecules,Prenol lipids,"Amino acids, peptides, and analogues",Aromatic monoterpenoids,,120778
120802,-1,no matches,no matches,no matches,no matches,no matches,no matches,,120802
120809,-1,no matches,no matches,no matches,no matches,no matches,no matches,,120809
120810,15,Organic compounds,Aliphatic acyclic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,Acyl carnitines,Spectral Match to Oleoyl L-carnitine from NIST14,120810
120815,-1,no matches,no matches,no matches,no matches,no matches,no matches,,120815
120816,-1,no matches,no matches,no matches,no matches,no matches,no matches,,120816
120817,-1,no matches,no matches,no matches,no matches,no matches,no matches,,120817
120818,-1,no matches,no matches,no matches,no matches,no matches,no matches,,120818
120819,332,Organic compounds,Aromatic heteropolycyclic compounds,Lipids and lipid-like molecules,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Delta amino acids and derivatives,,120819
120820,1613,Organic compounds,Aliphatic homopolycyclic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,Ergostane steroids,Ergosterols and derivatives,,120820
120822,-1,no matches,no matches,no matches,no matches,no matches,no matches,,120822
120826,1651,Organic compounds,Aliphatic homopolycyclic compounds,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,Diterpenoids,,120826
120828,-1,no matches,no matches,no matches,no matches,no matches,no matches,,120828
120829,-1,no matches,no matches,no matches,no matches,no matches,no matches,,120829
120834,-1,no matches,no matches,no matches,no matches,no matches,no matches,,120834
120836,294,Organic compounds,Aliphatic homopolycyclic compounds,Lipids and lipid-like molecules,Prenol lipids,"Amino acids, peptides, and analogues",Aromatic monoterpenoids,,120836
120839,-1,no matches,no matches,no matches,no matches,no matches,no matches,,120839
120848,357,Organic compounds,Aliphatic homopolycyclic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,,Ergosterols and derivatives,,120848
120849,2090,Organic compounds,Aromatic heteropolycyclic compounds,Lipids and lipid-like molecules,Prenol lipids,"Amino acids, peptides, and analogues",Delta amino acids and derivatives,,120849
120860,-1,no matches,no matches,no matches,no matches,no matches,no matches,,120860
120923,1543,Organic compounds,Aliphatic acyclic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty alcohols,Fatty alcohols,,120923
120924,-1,Organic compounds,Aromatic heteropolycyclic compounds,Organic acids and derivatives,Peptidomimetics,Depsipeptides,Cyclic depsipeptides,,120924
120932,-1,no matches,no matches,no matches,no matches,no matches,no matches,,120932
120941,-1,no matches,no matches,no matches,no matches,no matches,no matches,,120941
120949,16,Organic compounds,Aromatic heteromonocyclic compounds,Lipids and lipid-like molecules,Prenol lipids,"Amino acids, peptides, and analogues",Delta amino acids and derivatives,,120949
120960,326,Organic compounds,Aromatic heteropolycyclic compounds,Lipids and lipid-like molecules,Prenol lipids,,Triterpenoids,,120960
120962,-1,no matches,no matches,no matches,no matches,no matches,no matches,,120962
120963,-1,no matches,no matches,no matches,no matches,no matches,no matches,,120963
120964,-1,no matches,no matches,no matches,no matches,no matches,no matches,,120964
120965,-1,no matches,no matches,no matches,no matches,no matches,no matches,,120965
120967,227,Organic compounds,Aromatic heteropolycyclic compounds,Lipids and lipid-like molecules,Prenol lipids,"Amino acids, peptides, and analogues","Eudesmanolides, secoeudesmanolides, and derivatives",,120967
120968,-1,no matches,no matches,no matches,no matches,no matches,no matches,,120968
120969,-1,no matches,no matches,no matches,no matches,no matches,no matches,,120969
120981,-1,no matches,no matches,no matches,no matches,no matches,no matches,,120981
120992,-1,no matches,no matches,no matches,no matches,no matches,no matches,,120992
121003,-1,no matches,no matches,no matches,no matches,no matches,no matches,,121003
121017,-1,no matches,no matches,no matches,no matches,no matches,no matches,,121017
121020,240,Organic compounds,Aliphatic homopolycyclic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,Azasteroids and derivatives,Azasteroids and derivatives,,121020
121034,182,Organic compounds,Aromatic heteropolycyclic compounds,Lipids and lipid-like molecules,Prenol lipids,,Steroidal saponins,,121034
121041,-1,no matches,no matches,no matches,no matches,no matches,no matches,,121041
121043,16,Organic compounds,Aromatic heteromonocyclic compounds,Lipids and lipid-like molecules,Prenol lipids,"Amino acids, peptides, and analogues",Delta amino acids and derivatives,,121043
121050,1174,Organic compounds,Aromatic heteropolycyclic compounds,Lipids and lipid-like molecules,Prenol lipids,Sesquiterpenoids,Triterpenoids,,121050
121054,763,Organic compounds,Aliphatic homopolycyclic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,Cholestane steroids,Cholesterols and derivatives,,121054
121055,-1,no matches,no matches,no matches,no matches,no matches,no matches,,121055
121056,-1,no matches,no matches,no matches,no matches,no matches,no matches,,121056
121059,2070,Organic compounds,Aliphatic homopolycyclic compounds,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,Diterpenoids,,121059
121062,1613,Organic compounds,Aliphatic homopolycyclic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,Ergostane steroids,Ergosterols and derivatives,,121062
121118,357,Organic compounds,Aliphatic homopolycyclic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,,Ergosterols and derivatives,,121118
121120,-1,no matches,no matches,no matches,no matches,no matches,no matches,,121120
121123,223,Organic compounds,Aliphatic heteropolycyclic compounds,Lipids and lipid-like molecules,Prenol lipids,Triterpenoids,Triterpenoids,,121123
121186,-1,no matches,no matches,no matches,no matches,no matches,no matches,,121186
121187,-1,no matches,no matches,no matches,no matches,no matches,no matches,,121187
121188,-1,no matches,no matches,no matches,no matches,no matches,no matches,,121188
121190,-1,no matches,no matches,no matches,no matches,no matches,no matches,,121190
121191,1174,Organic compounds,Aromatic heteropolycyclic compounds,Lipids and lipid-like molecules,Prenol lipids,Sesquiterpenoids,Triterpenoids,,121191
121192,1174,Organic compounds,Aromatic heteropolycyclic compounds,Lipids and lipid-like molecules,Prenol lipids,Sesquiterpenoids,Triterpenoids,,121192
121193,-1,no matches,no matches,no matches,no matches,no matches,no matches,,121193
121195,154,Organic compounds,Aromatic heteropolycyclic compounds,Lipids and lipid-like molecules,Carboxylic acids and derivatives,,Hybrid peptides,,121195
121196,296,Organic compounds,Aromatic heteropolycyclic compounds,Lipids and lipid-like molecules,Prenol lipids,"Amino acids, peptides, and analogues",Aconitane-type diterpenoid alkaloids,,121196
121206,-1,no matches,no matches,no matches,no matches,no matches,no matches,,121206
121208,-1,no matches,no matches,no matches,no matches,no matches,no matches,,121208
121211,-1,no matches,no matches,no matches,no matches,no matches,no matches,,121211
121232,-1,no matches,no matches,no matches,no matches,no matches,no matches,,121232
121253,240,Organic compounds,Aliphatic homopolycyclic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,Azasteroids and derivatives,Azasteroids and derivatives,,121253
121261,-1,Organic compounds,Aromatic heteropolycyclic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Cyclic peptides,,121261
121263,-1,no matches,no matches,no matches,no matches,no matches,no matches,,121263
121264,-1,no matches,no matches,no matches,no matches,no matches,no matches,,121264
121265,-1,no matches,no matches,no matches,no matches,no matches,no matches,,121265
121272,-1,no matches,no matches,no matches,no matches,no matches,no matches,,121272
121274,-1,no matches,no matches,no matches,no matches,no matches,no matches,,121274
121275,-1,no matches,no matches,no matches,no matches,no matches,no matches,,121275
121278,-1,no matches,no matches,no matches,no matches,no matches,no matches,,121278
121280,-1,Organic compounds,Aromatic heteropolycyclic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Oligopeptides,,121280
121281,-1,no matches,no matches,no matches,no matches,no matches,no matches,,121281
121282,2583,Organic compounds,Aromatic heteropolycyclic compounds,Lipids and lipid-like molecules,Prenol lipids,"Amino acids, peptides, and analogues","Eudesmanolides, secoeudesmanolides, and derivatives",,121282
121288,837,Organic compounds,Aliphatic homopolycyclic compounds,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,Kaurane diterpenoids,,121288
121289,-1,no matches,no matches,no matches,no matches,no matches,no matches,,121289
121290,76,Organic compounds,Aromatic heteropolycyclic compounds,Organoheterocyclic compounds,Organooxygen compounds,,Alkyl-phenylketones,,121290
121291,-1,no matches,no matches,no matches,no matches,no matches,no matches,,121291
121310,-1,no matches,no matches,no matches,no matches,no matches,no matches,,121310
121315,763,Organic compounds,Aliphatic homopolycyclic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,Cholestane steroids,Cholesterols and derivatives,,121315
121322,-1,no matches,no matches,no matches,no matches,no matches,no matches,,121322
121324,1221,Organic compounds,Aromatic heteropolycyclic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Dipeptides,,121324
121325,1221,Organic compounds,Aromatic heteropolycyclic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Dipeptides,,121325
121330,1097,Organic compounds,Aliphatic heteropolycyclic compounds,Lipids and lipid-like molecules,Prenol lipids,,Phosphatidylserines,"NCGC00385123-01_C22H30O6_7b,9-Dihydroxy-3-(hydroxymethyl)-1,1,6,8-tetramethyl-5-oxo-1,1a,1b,4,4a,5,7a,7b,8,9-decahydro-9aH-cyclopropa[3,4]benzo[1,2-e]azulen-9a-yl acetate",121330
121335,2436,Organic compounds,Aromatic heteromonocyclic compounds,Lipids and lipid-like molecules,Prenol lipids,,Aromatic monoterpenoids,,121335
121337,-1,no matches,no matches,no matches,no matches,no matches,no matches,,121337
121338,1221,Organic compounds,Aromatic heteropolycyclic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Dipeptides,,121338
121340,-1,no matches,no matches,no matches,no matches,no matches,no matches,,121340
121342,1631,Organic compounds,Aromatic heteromonocyclic compounds,Organoheterocyclic compounds,Carboxylic acids and derivatives,,Diphenylmethanes,,121342
121347,-1,no matches,no matches,no matches,no matches,no matches,no matches,,121347
121375,-1,no matches,no matches,no matches,no matches,no matches,no matches,,121375
121377,205,Organic compounds,Aromatic heteropolycyclic compounds,Lipids and lipid-like molecules,Prenol lipids,"Amino acids, peptides, and analogues",Delta amino acids and derivatives,,121377
121381,-1,no matches,no matches,no matches,no matches,no matches,no matches,,121381
121386,-1,no matches,no matches,no matches,no matches,no matches,no matches,,121386
121387,949,Organic compounds,Aliphatic acyclic compounds,Lipids and lipid-like molecules,Organooxygen compounds,Carbonyl compounds,Alpha-haloketones,,121387
121390,279,Organic compounds,Aromatic heteropolycyclic compounds,Organoheterocyclic compounds,Carboxylic acids and derivatives,,Oligopeptides,,121390
121391,-1,no matches,no matches,no matches,no matches,no matches,no matches,,121391
121392,-1,no matches,no matches,no matches,no matches,no matches,no matches,,121392
121393,-1,no matches,no matches,no matches,no matches,no matches,no matches,,121393
121394,-1,no matches,no matches,no matches,no matches,no matches,no matches,,121394
121402,932,Organic compounds,Aromatic heteropolycyclic compounds,Lipids and lipid-like molecules,Prenol lipids,,Macrolactams,,121402
121410,1297,Organic compounds,Aromatic heteromonocyclic compounds,Lipids and lipid-like molecules,Macrolides and analogues,,Macrolides and analogues,,121410
121411,-1,no matches,no matches,no matches,no matches,no matches,no matches,,121411
